Row,FICE,Name,Postal,Indicator,Average Math SAT Score,Average Verbal SAT Score,Average Combined SAT Score,Average ACT Score,First Quartile Math SAT,Third Quarter Math SAT,First Quartile Verbal SAT,Third Quartile Verbal SAT,First Quartile ACT,Third Quartile ACT,Number of Applications Received,Number of Applicants Accepted,Number of New Students Enrolled,Top 10 percent HS,Top 25 percent HS,Number of Fulltime Undergrad,Number of Parttime Undergrad,In-State Tuition,Out-State Tuition,Room and Board Costs,Room Costs,Board Costs,Additional Fees,Estimated Book Costs,Estimated Personal Spending,Percent of Faculty with Ph.D,Percent of Faculty with Terminal Degree,Student Faculty Ratio,Percent Alumni Donate,Instructional Expenditure per Student,Graduation Rate
127,1358,Mesa State College,CO,1,451,400,851,20,NaN,NaN,NaN,NaN,16,25,1584,1456,891,6,18,3471,911,1434,5016,3798,1782,2016,380,540,2256,48,48,28.8,12,3871,59
128,1360,Metropolitan State College,CO,1,448,407,855,20,380,510,330,460,17,22,3512,2975,1662,6,23,9544,8177,1494,5790,NaN,NaN,NaN,129,500,1205,75,73,21.1,14,4400,25
129,1363,Regis University,CO,2,487,442,929,22,NaN,NaN,NaN,NaN,NaN,NaN,1107,904,308,NaN,NaN,1142,27,12700,12700,5480,2700,2780,60,520,1170,90,90,14.8,15,NaN,53
130,1365,University of Southern Colorado,CO,1,480,428,908,20,400,530,330,460,17,23,1401,1239,605,10,34,3716,675,1644,7100,4380,1756,2624,324,540,2948,63,88,19.4,0,5389,36
131,1369,United States Air Force Academy,CO,1,NaN,NaN,NaN,NaN,620,700,520,600,NaN,NaN,9557,1605,1160,72,95,4236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40,40,8.2,NaN,35754,88
132,1370,University of Colorado at Boulder,CO,1,NaN,NaN,NaN,NaN,500,630,440,540,22,28,14063,9320,3436,28,65,18465,1541,2230,12563,3811,3811,NaN,459,540,2319,90,90,19.9,NaN,8703,66
133,1371,University of Denver,CO,2,540,470,1010,24,470,590,430,540,21,27,2974,2001,580,29,60,2666,554,15192,15192,4695,4695,NaN,330,400,1350,84,91,15.9,21,11762,67
134,1372,Western State College of Colorado,CO,1,470,420,890,21,400,520,360,470,18,22,2702,1623,604,7,24,2315,146,1819,5918,3755,1936,1819,507,500,2050,76,79,19.4,4,4599,52
135,4509,University of Colorado at Colorado Springs,CO,1,NaN,NaN,NaN,NaN,450,570,400,510,21,26,826,620,318,12,39,2570,1569,2475,8090,5544,NaN,NaN,NaN,540,2888,93,93,15,NaN,6236,NaN
136,6740,University of Colorado at Denver,CO,1,529,478,1007,23,NaN,NaN,NaN,NaN,NaN,NaN,1199,562,261,30,74,3805,2728,1828,9244,NaN,NaN,NaN,240,520,2138,89,96,18.1,6,7996,24
137,9401,Colorado Christian University,CO,2,445,422,867,21,NaN,NaN,NaN,NaN,NaN,NaN,735,583,310,9,NaN,1001,65,6720,6720,3480,3480,NaN,550,400,3725,56,56,8.6,2,4588,NaN
138,1374,Albertus Magnus College,CT,2,460,430,890,23,NaN,NaN,NaN,NaN,NaN,NaN,353,340,103,17,45,416,230,13290,13290,5720,5720,NaN,200,500,1500,90,93,11.5,26,8861,63
139,1378,Central Connecticut State University,CT,1,457,414,871,NaN,400,510,370,460,NaN,NaN,4158,2532,902,6,24,6394,3881,1842,5962,4444,2384,2060,1298,500,985,69,73,16.7,4,4900,49
140,1379,Connecticut College,CT,2,NaN,NaN,NaN,NaN,550,656,517,626,NaN,NaN,3035,1546,438,42,93,1630,232,18740,18740,6300,2935,3365,210,600,500,86,95,10.7,40,14773,91
141,1380,Western Connecticut State University,CT,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2486,1503,528,7,23,2818,1861,1842,5962,3936,2174,1762,1218,NaN,NaN,69,76,15.5,NaN,5920,NaN
142,1385,Fairfield University,CT,2,560,498,1058,25,510,610,450,540,NaN,NaN,4784,3346,781,30,66,2984,1037,15000,15000,6200,6200,NaN,310,700,1100,86,90,15.1,30,11220,94
143,1397,University of New Haven,CT,2,495,434,929,NaN,450,580,400,550,NaN,NaN,1651,1412,336,NaN,11,1411,1914,10600,10600,5020,3120,1900,200,500,NaN,79,90,15.6,6,7033,79
144,1401,Teikyo Post University,CT,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,345,297,92,13,26,570,1273,11300,11300,5400,5400,NaN,250,400,1000,30,37,12.2,2,9310,NaN
145,1402,Quinnipiac College,CT,2,NaN,NaN,NaN,NaN,440,570,410,550,18,24,3712,2153,806,17,45,2677,714,12030,12030,6140,6140,NaN,590,1000,500,63,73,12,33,8847,86
146,1403,Sacred Heart University,CT,2,480,420,900,NaN,440,540,400,490,NaN,NaN,2307,1896,509,19,51,1707,1889,11070,11070,5780,4090,1690,320,400,600,71,73,14.8,16,7120,82
147,1406,Southern Connecticut State University,CT,1,430,400,830,NaN,360,480,350,450,NaN,NaN,3852,2652,1044,4,14,5892,2478,1842,5962,4796,2180,2616,1190,700,NaN,62,73,15.8,8,5245,45
148,1409,Saint Joseph College,CT,2,NaN,NaN,NaN,NaN,400,530,400,500,NaN,NaN,292,241,96,20,52,543,712,12200,12200,4600,2200,2400,200,650,950,87,90,11.2,32,8680,76
149,1414,Trinity College,CT,2,NaN,NaN,NaN,NaN,570,670,510,610,23,29,3058,1798,478,46,84,1737,244,18810,18810,5690,3540,2150,780,500,680,91,96,10.4,48,18034,91
150,1415,United States Coast Guard Academy,CT,1,644,542,1186,NaN,600,700,540,610,NaN,NaN,5099,466,277,72,97,930,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,31,8.3,6,36704,71
151,1416,University of Bridgeport,CT,2,489,422,911,NaN,370,520,350,480,NaN,NaN,598,441,153,16,36,527,312,12500,12500,6810,3700,3110,624,500,500,76,82,7.9,NaN,NaN,51
152,1422,University of Hartford,CT,2,506,457,963,NaN,450,560,400,500,NaN,NaN,5081,4040,1194,11,26,3768,1415,14220,14220,6000,2300,3700,690,500,1440,61,76,10.7,9,10625,66
153,1424,Wesleyan University,CT,2,660,620,1280,29,610,710,570,670,NaN,NaN,4772,1973,712,60,86,2714,27,19130,19130,5600,3290,2310,660,1400,1400,90,94,12.1,39,16262,92
154,1425,Eastern Connecticut State University,CT,1,444,411,855,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2172,1493,564,14,50,2766,1531,1842,5962,4316,2436,1880,1513,650,500,71,76,16.9,14,5719,50
155,1426,Yale University,CT,2,NaN,NaN,NaN,NaN,650,750,600,710,NaN,NaN,10705,2453,1317,95,99,5217,83,19840,19840,6510,3040,3470,NaN,630,2115,96,96,5.8,49,40386,99
156,29013,University of Connecticut at Storrs,CT,1,551,481,1032,NaN,490,610,430,530,NaN,NaN,9735,7187,2064,23,63,12478,1660,3824,11656,5072,2552,2520,888,700,2300,89,95,16,16,10178,71
157,1434,American University,DC,2,583,550,1133,NaN,530,625,500,610,NaN,NaN,4613,3587,1048,35,77,4545,873,15934,15934,6400,2440,3960,210,450,800,NaN,93,13.6,9,11803,69
158,1437,Catholic University of America,DC,2,NaN,NaN,NaN,NaN,490,610,460,570,22,28,1754,1465,505,24,49,2159,211,13712,13712,6408,3622,2786,460,526,1100,90,96,9.3,18,12751,75
159,1443,Gallaudet University,DC,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,825,645,392,NaN,NaN,1541,221,4700,4700,5400,3100,2300,330,663,2343,58,63,6.6,17,24182,NaN
160,1444,George Washington University,DC,2,NaN,NaN,NaN,NaN,530,650,490,600,24,29,7875,5062,1492,38,71,5471,1470,17450,17450,6328,3998,2330,720,700,950,92,93,7.6,15,14745,72
161,1445,Georgetown University,DC,2,NaN,NaN,NaN,NaN,600,690,540,650,26,31,11115,2881,1390,71,93,5881,406,18300,18300,7131,2590,4541,156,670,1700,91,92,7.2,27,19635,95
162,1448,Howard University,DC,2,457,426,883,20,390,510,360,470,17,22,9776,3164,1666,NaN,NaN,6705,874,7128,7128,3750,2050,1700,615,300,NaN,78,86,7.5,4,18287,46
163,1452,Mount Vernon College,DC,2,440,402,842,20,NaN,NaN,NaN,NaN,NaN,NaN,149,70,61,15,35,203,138,13780,13780,6915,3107,3808,500,500,500,84,90,5.7,20,13844,NaN
164,1460,Trinity College,DC,2,470,480,950,22,410,510,420,550,18,25,247,189,100,19,49,309,639,11412,11412,6430,2900,3530,150,500,900,89,93,8.3,37,11806,96
165,29100,Univ. of the District of Columbia,DC,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3895,3866,1717,NaN,NaN,3658,6327,974,3566,NaN,NaN,NaN,115,1550,NaN,51,52,11.7,5,NaN,NaN
166,1428,Delaware State College,DE,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2611,1845,764,NaN,NaN,NaN,NaN,4878,4878,3810,2210,1600,110,NaN,NaN,60,60,13.7,NaN,9432,26
167,1429,Goldey Beacom College,DE,2,486,425,911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,633,468,284,10,27,823,963,6120,6120,2985,NaN,2985,NaN,531,1830,25,25,27.6,4,6081,36
168,1431,University of Delaware,DE,2,NaN,NaN,1035,NaN,500,610,450,530,NaN,NaN,14446,10516,3252,22,57,14130,4522,3690,10220,4230,2280,1950,410,530,1300,82,87,18.3,15,10650,75
169,1433,Wesley College,DE,2,413,387,800,NaN,350,450,340,420,NaN,NaN,980,807,350,10,25,872,448,9890,9890,4674,2450,2224,405,500,1350,52,57,14.4,15,6243,84
170,7948,Wilmington College,DE,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1275,1275,635,NaN,NaN,615,1047,5340,5340,NaN,NaN,NaN,50,400,2000,46,46,12.5,NaN,5992,56
171,1466,Barry University,FL,2,470,430,900,20,390,540,360,490,17,24,990,784,279,18,45,1811,3144,11290,11290,5360,5360,NaN,240,600,1800,76,78,12.6,11,9084,72
172,1467,Bethune Cookman College,FL,2,408,367,775,16,NaN,NaN,NaN,NaN,NaN,NaN,1646,1150,542,12,30,2128,82,5188,5188,3396,1541,1855,427,650,2500,48,48,13.8,9,6817,58
173,1468,St. Thomas University,FL,2,440,390,830,19,390,440,375,425,16,19,492,370,236,10,30,1125,482,9600,9600,4600,NaN,NaN,380,600,1890,NaN,59,23.2,6,7400,33
174,1469,Florida Institute of Technology,FL,2,596,500,1096,NaN,530,600,450,550,NaN,NaN,1947,1580,523,39,74,1863,233,13900,13900,4140,1740,2400,400,750,1500,90,90,10.6,7,8923,57
175,1473,Clearwater Christian College,FL,2,442,433,875,22,NaN,NaN,NaN,NaN,NaN,NaN,161,156,101,NaN,NaN,409,43,5200,5200,3400,3400,NaN,500,500,400,55,60,15.1,12,6724,NaN
176,1479,Embry Riddle Aeronautical University,FL,2,544,461,994,25,490,610,410,520,21,27,3151,2584,958,14,40,4772,856,7800,7800,3750,2050,1700,80,570,3020,37,43,16.5,4,12878,44
177,1480,Florida A&M University,FL,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4880,2899,1463,NaN,40,7931,1357,1749,6651,2668,1076,1592,80,600,NaN,87,100,11.8,NaN,7243,NaN
178,1481,Florida Atlantic University,FL,1,528,462,990,22,470,585,415,525,20,24,3181,2089,826,NaN,NaN,6035,6414,1800,6700,4060,1940,2120,NaN,600,2270,90,94,15.6,2,8717,48
179,1486,Florida Memorial College,FL,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2400,1800,557,NaN,NaN,1312,176,4160,4160,3190,1680,1510,780,500,1000,38,39,17.1,3,5304,35
180,1487,Eckerd College,FL,2,559,517,1076,25,510,620,460,580,22,28,1422,1109,366,33,65,1363,23,15360,15360,4080,NaN,NaN,250,600,1000,82,89,12.8,26,15003,59
181,1488,Florida Southern College,FL,2,505,478,912,23,NaN,NaN,NaN,NaN,NaN,NaN,1381,1040,374,20,44,1506,970,8025,8025,4865,2100,2765,605,400,650,65,74,17.4,10,6339,68
182,1489,Florida State University,FL,1,NaN,NaN,NaN,NaN,510,630,460,560,23,27,11651,8683,3023,50,90,18906,3242,1780,6680,4060,1910,2150,NaN,600,1020,80,89,23.1,15,7250,58
183,1495,Jacksonville University,FL,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1344,1008,305,16,34,1556,517,9600,9600,4380,2020,2360,480,700,1400,61,66,12.1,20,7679,NaN
184,1505,Lynn University,FL,2,450,440,890,21,360,480,330,440,NaN,NaN,1292,956,315,NaN,NaN,1250,200,13900,13900,5600,2450,3150,300,400,1100,69,69,19,8,12614,65
185,1509,Nova Southeastern University,FL,2,477,428,905,NaN,420,520,380,470,NaN,NaN,1025,770,257,NaN,NaN,1893,1220,8550,8550,4740,2880,1860,250,720,4029,90,88,20.4,18,12523,23
186,1515,Rollins College,FL,2,557,502,1059,25,500,610,500,550,23,27,1777,1151,382,31,55,1668,1052,16425,16425,5220,2830,2390,470,955,750,81,85,13.3,23,11561,90
187,1526,St. Leo College,FL,2,446,407,853,21,400,500,370,450,17,22,990,683,201,NaN,NaN,3400,3731,9150,9150,4650,2340,2310,826,525,800,47,67,72.4,2,3379,NaN
188,1531,Stetson University,FL,2,NaN,NaN,NaN,NaN,470,600,410,540,21,27,1557,1227,489,37,69,1964,81,12315,12315,4565,2165,2400,555,600,1365,85,90,12.5,24,10307,73
189,1535,University of Florida,FL,1,NaN,NaN,NaN,NaN,550,670,470,580,24,28,12445,8836,3623,54,85,24470,3286,1820,7090,4180,1960,2220,NaN,630,1530,88,97,13.4,20,14737,66
190,1536,University of Miami,FL,2,NaN,NaN,NaN,NaN,490,640,430,560,21,27,7122,5386,1643,42,69,7760,876,16500,16500,6526,3810,2716,180,630,1985,82,94,5.9,17,17500,59
191,1537,University of South Florida,FL,1,553,492,1045,23,500,610,430,550,20,25,7589,4676,1876,29,63,14770,10962,1856,6760,3776,1806,1970,NaN,500,2180,84,89,17,7,11020,47
192,1538,University of Tampa,FL,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1675,1190,325,NaN,NaN,1812,374,11690,11690,4564,2016,2548,640,700,1000,NaN,80,13.9,NaN,8716,NaN
193,1540,Webber College,FL,2,370,437,807,20,375,475,350,450,17,19,280,143,79,5,27,327,110,5590,5590,2900,1930,970,NaN,650,1952,53,63,15.1,4,4839,90
194,3954,University of Central Florida,FL,1,533,464,997,23,470,600,410,520,21,25,6986,2959,1918,25,60,12330,7152,1716,6618,4234,2410,1824,95,700,1600,80,98,22.2,9,6742,46
195,3955,University of West Florida,FL,1,496,452,948,22,440,540,390,500,19,24,1558,1254,472,20,57,3754,2477,1597,6172,3994,NaN,NaN,NaN,541,1387,83,87,23.4,12,8488,53
196,7893,Flagler College,FL,2,513,476,989,23,460,560,430,520,20,24,1415,714,338,18,52,1345,44,5120,5120,3200,1260,1940,NaN,500,2140,52,60,18.1,9,3930,69
197,8848,Warner Southern College,FL,2,403,359,762,17,330,450,310,410,14,19,400,280,134,NaN,NaN,397,62,6200,6200,3270,1500,1770,380,320,NaN,53,53,14.4,11,7774,42
198,8849,Palm Beach Atlantic College,FL,2,496,451,947,21,420,570,390,520,20,25,729,625,349,NaN,NaN,1432,334,7900,7900,3400,3400,NaN,NaN,500,500,NaN,74,19,NaN,6014,38
199,9635,Florida International University,FL,1,543,476,1019,23,490,600,420,520,22,25,3306,2079,1071,42,89,10208,9310,1695,6597,2494,2494,NaN,80,800,3028,81,96,13.9,20,6722,66
200,9841,University of North Florida,FL,1,533,484,1017,22,470,590,430,540,20,23,1800,1253,560,44,85,3876,3588,1732,6634,4360,NaN,NaN,NaN,600,2604,82,85,17.8,14,6104,47
201,1542,Agnes Scott College,GA,2,NaN,NaN,NaN,NaN,490,610,470,600,NaN,NaN,417,349,137,60,89,510,63,12960,12960,5450,5450,NaN,135,450,875,92,97,7.7,37,19016,59
202,1544,Albany State College,GA,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1461,1097,580,10,22,2035,321,1772,4535,2754,2754,NaN,390,675,763,65,67,17,NaN,6238,62
203,1546,Armstrong State College,GA,1,471,436,907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2186,1835,1263,NaN,NaN,2796,2391,2028,5604,4192,NaN,NaN,NaN,450,950,45,55,10.5,NaN,5667,88
204,1551,Clark Atlanta University,GA,2,404,400,804,19,NaN,NaN,NaN,NaN,NaN,NaN,4502,2497,790,NaN,NaN,2844,88,7908,7908,4238,2168,2070,200,600,1500,63,63,14.9,NaN,9345,53
205,1552,Augusta College,GA,1,439,398,837,NaN,350,530,350,450,NaN,NaN,1452,1158,870,NaN,NaN,2902,1825,1422,4266,NaN,NaN,NaN,210,495,1950,65,68,18.9,10,5513,38
206,1554,Berry College,GA,2,NaN,NaN,NaN,NaN,480,600,440,550,22,27,1858,1221,480,37,68,1620,49,8050,8050,3940,1960,1980,NaN,350,2375,80,80,16.3,17,10511,63
207,1556,Brenau University,GA,2,459,471,930,NaN,NaN,NaN,NaN,NaN,NaN,NaN,367,274,158,12,41,917,479,9592,9592,5879,NaN,NaN,NaN,500,700,71,80,13.7,12,5935,49
208,1557,Brewton-Parker College,GA,2,393,373,766,NaN,300,440,310,440,15,22,1436,1228,1202,10,26,1320,822,4371,4371,2370,1320,1050,130,500,2000,62,62,12.6,10,4900,18
209,1561,Columbus College,GA,1,470,420,890,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1348,1050,774,NaN,NaN,2873,1736,1381,2763,3375,3375,NaN,219,800,300,61,70,16.5,9,5332,32
210,1564,Emory University,GA,2,650,570,1220,28,600,700,530,610,26,30,8506,4168,1236,76,97,5544,192,17600,17600,6000,3600,2400,230,600,870,97,98,5,28,28457,96
211,1566,Fort Valley State College,GA,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2092,1474,649,NaN,NaN,1903,221,1341,2682,2370,1290,1080,385,NaN,NaN,59,61,13.9,NaN,NaN,39
212,1569,Georgia Institute of Technology,GA,1,NaN,NaN,NaN,NaN,630,720,520,610,NaN,NaN,7837,4527,2276,89,99,8528,654,1899,6489,4438,4438,NaN,444,795,1164,92,92,19.3,33,11271,70
213,1570,Southern College of Technology,GA,1,512,428,940,22,460,560,380,460,21,22,652,503,297,NaN,NaN,2229,1283,1341,4023,3219,2004,1215,207,465,1600,52,63,17.3,20,6208,36
214,1572,Georgia Southern University,GA,1,445,399,844,NaN,389,500,350,448,NaN,NaN,8388,5423,3034,NaN,NaN,11404,1007,1808,4571,2987,2987,NaN,NaN,450,NaN,60,66,19.7,15,4830,46
215,1573,Georgia Southwestern College,GA,1,446,404,850,20,360,500,330,450,17,21,860,716,330,NaN,NaN,1703,473,1578,4158,2415,1395,1020,NaN,NaN,NaN,50,85,18.1,NaN,7091,26
216,1574,Georgia State University,GA,1,NaN,NaN,NaN,NaN,410,520,370,480,18,23,3793,2341,1238,9,24,7732,9054,2154,6744,2655,2655,NaN,246,720,3450,87,89,19,10,7762,34
217,1577,Kennesaw State College,GA,1,474,435,909,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2402,1824,1161,NaN,NaN,5438,5556,1422,2844,NaN,NaN,NaN,183,450,1835,62,76,19.8,10,4907,21
218,1578,LaGrange College,GA,2,449,405,780,NaN,NaN,NaN,NaN,NaN,NaN,NaN,544,399,177,15,35,600,363,6987,6987,3585,NaN,NaN,285,750,1500,77,83,12.5,12,9067,75
219,1580,Mercer University,GA,2,529,473,1002,24,500,620,440,550,21,27,2286,1668,564,37,70,2943,1260,11985,11985,4081,2160,1921,NaN,400,1500,93,95,9.2,15,8995,91
220,1582,Morehouse College,GA,2,538,488,1026,24,460,630,410,560,18,28,3708,1678,722,41,66,2852,153,7050,7050,5490,3140,2350,1420,250,600,71,74,17.8,10,8122,83
221,1583,Morris Brown College,GA,2,450,400,850,19,NaN,NaN,NaN,NaN,NaN,NaN,6407,1500,595,NaN,NaN,1752,125,6770,6770,4438,4438,NaN,966,600,650,49,62,15.7,NaN,NaN,21
222,1585,North Georgia College,GA,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1612,1077,775,NaN,45,2023,316,1382,4145,2445,2445,NaN,294,180,NaN,60,72,17.5,NaN,NaN,53
223,1586,Oglethorpe University,GA,2,570,549,1119,27,510,630,490,610,24,30,792,649,186,56,87,769,377,12900,12900,4340,4340,NaN,60,600,4110,91,95,13.1,27,8568,67
224,1587,Paine College,GA,2,NaN,NaN,NaN,NaN,300,330,260,390,14,18,1322,636,225,NaN,NaN,589,97,5460,5460,2814,1704,1110,300,500,1505,48,48,10.9,NaN,8967,27
225,1588,Piedmont College,GA,2,499,452,951,NaN,NaN,NaN,NaN,NaN,NaN,NaN,663,562,127,20,40,641,63,5640,5640,3620,1670,1680,NaN,600,750,89,89,13.2,17,7309,31
226,1590,Savannah State College,GA,1,375,334,709,17,NaN,NaN,NaN,NaN,NaN,NaN,1702,1448,726,12,39,2726,472,1800,3200,2145,2145,NaN,NaN,NaN,NaN,60,61,19,NaN,5847,48
227,1591,Shorter College,GA,2,NaN,NaN,NaN,NaN,430,570,380,520,19,25,540,445,165,23,70,1115,111,7210,7210,3600,NaN,NaN,110,500,2000,62,65,13.2,18,7356,58
228,1594,Spelman College,GA,2,515,487,1002,23,470,560,440,530,21,25,3713,1237,443,47,83,1971,107,7000,7000,5565,2565,3000,1222,660,2400,73,80,12.5,18,9988,65
229,1596,Toccoa Falls College,GA,2,445,433,878,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,182,18,36,781,82,6072,6072,3636,NaN,NaN,NaN,400,3036,48,48,16.8,28,6015,54
230,1598,University of Georgia,GA,1,571,515,1086,NaN,520,640,470,570,NaN,NaN,11220,7871,3320,43,79,19553,2748,1899,5697,3600,1770,1830,453,525,1755,88,95,14.7,22,7881,63
231,1599,Valdosta State University,GA,1,442,399,841,21,NaN,NaN,NaN,NaN,NaN,NaN,3674,3247,1586,NaN,NaN,5982,1418,1770,4617,2940,1650,1290,NaN,600,1200,67,70,20,8,5374,45
232,1600,Wesleyan College,GA,2,492,521,1013,23,420,570,440,600,NaN,NaN,305,287,109,38,NaN,382,46,11500,11500,4500,NaN,NaN,460,515,1374,68,77,7.6,20,11605,52
233,1601,West Georgia College,GA,1,456,412,868,NaN,400,500,360,450,18,22,3668,2604,1331,NaN,NaN,4538,1179,1806,4650,2973,1425,1548,378,490,1200,59,62,19.2,10,5687,40
234,1602,Georgia College,GA,1,428,383,811,19,400,480,420,540,NaN,NaN,1868,1788,829,NaN,NaN,3467,1167,1694,4457,2739,1434,1305,312,450,500,70,70,21.4,7,4706,52
235,3484,Covenant College,GA,2,536,512,1048,24,470,610,440,580,22,28,407,317,181,21,48,468,31,9700,9700,3744,1980,1764,150,470,1120,73,75,19,NaN,8614,56
236,29258,Savannah Coll. of Art and Design,GA,2,515,490,1005,23,480,560,460,550,19,26,1109,688,386,20,65,1897,208,8325,8325,5000,3050,1950,450,1200,1600,14,98,16.1,26,6874,55
237,1605,Chaminade University of Honolulu,HI,2,450,400,850,19,NaN,NaN,NaN,NaN,NaN,NaN,621,546,103,NaN,NaN,766,1154,10600,10600,5490,2720,2770,NaN,700,800,63,67,14.1,NaN,5073,NaN
238,1606,Brigham Young University - Hawaii,HI,2,NaN,NaN,NaN,20,NaN,NaN,NaN,NaN,17,23,1038,533,428,21,42,2008,23,1780,1780,3360,NaN,3360,NaN,NaN,NaN,64,64,16.8,NaN,NaN,NaN
239,1610,University of Hawaii at Manoa,HI,1,537,441,978,NaN,470,600,380,500,NaN,NaN,3580,2603,1627,36,69,11028,2411,1460,4460,3038,1808,1230,97,687,1281,85,87,11.8,6,12833,54
240,7279,Hawaii Pacific University,HI,2,490,465,955,23,425,550,399,500,18,24,1827,1409,1169,NaN,NaN,4312,2302,6300,6300,6500,NaN,NaN,200,500,NaN,59,77,23.3,13,5301,NaN
241,29020,University of Hawaii at Hilo,HI,1,446,404,850,NaN,420,540,380,470,NaN,NaN,1499,779,500,20,54,2082,871,480,2920,4270,NaN,NaN,50,714,1277,72,80,15.8,NaN,11460,31
242,1846,Briar Cliff College,IA,2,410,385,795,22,NaN,NaN,NaN,NaN,20,25,392,351,155,16,44,738,430,10260,10260,3597,3597,NaN,150,600,1500,39,66,13.1,26,8355,58
243,1847,Buena Vista College,IA,2,526,493,1019,24,490,510,480,500,22,26,860,688,285,32,70,1928,442,13306,13306,3797,1997,1800,NaN,450,950,62,69,8.8,10,6333,78
244,1850,Central College,IA,2,NaN,NaN,NaN,24,NaN,NaN,NaN,NaN,21,26,1283,1113,401,31,65,1355,40,10938,10938,3660,1638,2022,141,650,600,76,90,13.5,29,8444,67
245,1852,Clarke College,IA,2,NaN,NaN,NaN,21,NaN,NaN,NaN,NaN,21,26,460,340,167,14,45,604,350,10740,10740,3676,1838,1838,225,350,900,67,71,11,27,7963,74
246,1854,Coe College,IA,2,560,500,1060,25,490,590,450,560,23,27,1006,742,275,29,60,1127,205,13925,13925,4390,2400,1990,125,500,2200,73,86,12.7,32,10141,67
247,1856,Cornell College,IA,2,560,510,1070,25,500,620,450,590,23,28,1538,1329,383,33,68,1140,10,15248,15248,4323,1978,2345,125,550,800,71,76,12.2,31,10340,64
248,1859,Dordt College,IA,2,NaN,NaN,NaN,23,NaN,NaN,NaN,NaN,19,25,604,562,328,25,50,1048,56,9800,9800,2650,1200,1450,60,450,2800,61,60,12.5,17,7325,87
249,1860,Drake University,IA,2,540,490,1030,25,470,610,430,550,22,28,2799,2573,839,34,65,3322,726,13420,13420,4770,2148,2422,NaN,560,1675,88,93,15,24,9473,77
250,1866,Graceland College,IA,2,502,447,949,22,440,590,300,520,19,24,555,414,242,14,41,996,2281,9100,9100,3100,1130,1970,100,550,880,51,61,23.6,24,5609,47
251,1867,Grand View College,IA,2,NaN,NaN,NaN,20,NaN,NaN,NaN,NaN,NaN,NaN,535,511,233,11,36,1098,380,9820,9820,3360,2000,1360,50,570,2800,32,32,12.6,NaN,6687,32
252,1868,Grinnell College,IA,2,642,602,1244,29,610,700,560,660,27,31,2039,1389,432,56,91,1333,30,15688,15688,4618,2120,2498,374,400,400,88,92,9.5,54,18979,83
253,1869,Iowa State University,IA,1,NaN,NaN,NaN,NaN,530,640,380,460,22,27,8427,7424,3441,26,59,18676,1715,2291,7550,3224,3224,NaN,162,640,2055,81,88,19.2,22,8420,65
254,1871,Iowa Wesleyan College,IA,2,NaN,NaN,NaN,21,NaN,NaN,NaN,NaN,NaN,NaN,443,291,127,11,44,563,427,9850,9850,3400,1900,1500,NaN,500,NaN,45,50,17.2,NaN,7349,NaN
255,1873,Loras College,IA,2,NaN,NaN,NaN,23,NaN,NaN,NaN,NaN,19,25,1641,1283,527,20,39,1663,170,11200,11200,4000,NaN,NaN,NaN,500,1200,61,62,14.2,24,7578,70
256,1874,Luther College,IA,2,590,520,1110,25,530,650,460,580,23,28,1549,1392,587,38,72,2269,85,13240,13240,3560,1850,1710,NaN,600,400,73,85,13.8,38,8949,77
257,1876,Teikyo Marycrest University,IA,2,NaN,NaN,NaN,20,NaN,NaN,NaN,NaN,NaN,NaN,328,243,93,NaN,NaN,663,340,9980,9980,3640,1500,2140,210,500,2980,44,64,12.3,10,7791,69
258,1879,Morningside College,IA,2,NaN,NaN,NaN,22,NaN,NaN,NaN,NaN,19,25,586,533,239,16,36,950,228,10520,10520,3678,1812,1866,181,500,1000,48,68,13,32,8111,56
